;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
576;0001564590-18-021585;2018-08-14;2018-08-14;2018-08-14T08:34:57.000Z;34;8-K;001-34756;181014446;7.01,9.01;32884;0;0;tsla-8k_20180814.htm;8-K
577;0001564590-18-019254;2018-08-06;2018-06-30;2018-08-03T21:56:44.000Z;34;10-Q;001-34756;18993354;;16593698;1;0;tsla-10q_20180630.htm;10-Q
578;0001564590-18-018490;2018-08-01;2018-08-01;2018-08-01T16:32:05.000Z;34;8-K;001-34756;18985217;2.02,9.01;1093355;0;0;tsla-8k_20180801.htm;8-K
579;0001564590-18-017908;2018-07-30;2018-07-30;2018-07-30T16:54:30.000Z;34;8-K;001-34756;18978241;5.02,9.01;30549;0;0;tsla-8k_20180730.htm;8-K
580;0000000000-18-022201;2018-07-19;;2018-07-19T15:02:04.000Z;;UPLOAD;;;;56411;0;0;filename1.pdf;
581;0001494731-18-000003;2018-07-05;2018-07-02;2018-07-05T20:33:13.000Z;;4;;;;16010;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
582;0001564590-18-016494;2018-07-02;2018-06-27;2018-07-02T16:07:56.000Z;34;8-K;001-34756;18932756;5.02;22112;0;0;tsla-8k_20180702.htm;8-K DF
583;0001564590-18-016465;2018-07-02;2018-07-02;2018-07-02T09:04:06.000Z;34;8-K;001-34756;18931251;2.02,7.01,9.01;159656;0;0;tsla-8k_20180702.htm;8-K
584;0001650649-18-000002;2018-06-19;2018-06-15;2018-06-19T21:02:58.000Z;;4;;;;12451;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
585;0001494732-18-000010;2018-06-18;2018-06-18;2018-06-18T21:28:11.000Z;;4;;;;5425;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
586;0001494732-18-000009;2018-06-18;2018-06-18;2018-06-18T21:16:44.000Z;;4;;;;5380;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
587;0001494732-18-000008;2018-06-18;2018-06-18;2018-06-18T21:04:49.000Z;;4;;;;5364;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
588;0001495158-18-000003;2018-06-18;2018-06-18;2018-06-18T20:58:55.000Z;;4;;;;5461;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
589;0001494732-18-000007;2018-06-18;2018-06-18;2018-06-18T20:45:36.000Z;;4;;;;5402;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
590;0001494732-18-000006;2018-06-18;2018-06-14;2018-06-18T20:29:21.000Z;;4;;;;7963;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
591;0001494732-18-000005;2018-06-18;2018-06-14;2018-06-18T20:22:17.000Z;;4;;;;7724;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
592;0001495158-18-000002;2018-06-14;2018-06-12;2018-06-14T21:25:35.000Z;;4;;;;11486;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
593;0001495158-18-000001;2018-06-14;2018-06-12;2018-06-14T20:12:21.000Z;;4;;;;11534;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
594;0001494730-18-000005;2018-06-13;2018-06-12;2018-06-13T14:39:19.000Z;;4;;;;19153;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
595;0001650649-18-000001;2018-06-07;2018-06-05;2018-06-07T21:00:19.000Z;;4;;;;24840;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
596;0001494732-18-000004;2018-06-07;2018-06-05;2018-06-07T19:14:23.000Z;;4;;;;9273;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
597;0001564590-18-015129;2018-06-06;2018-06-05;2018-06-06T13:18:54.000Z;34;8-K;001-34756;18883480;5.07;43315;0;0;tsla-8k_20180611.htm;8-K
598;0001377739-18-000032;2018-06-04;;2018-06-04T10:49:38.000Z;34;PX14A6G;001-34756;18877142;;89177;0;0;tslatweets5.htm;
599;0001564590-18-014530;2018-05-29;;2018-05-29T17:12:38.000Z;34;SD;001-34756;18865499;;379967;0;0;tsla-sd.htm;SD
600;0001193125-18-176847;2018-05-29;;2018-05-29T16:32:34.000Z;34;DEFA14A;001-34756;18864918;;4572847;0;0;d570234ddefa14a.htm;DEFA14A
601;0001377739-18-000029;2018-05-29;;2018-05-29T16:28:43.000Z;34;PX14A6G;001-34756;18864837;;98672;0;0;tslatweets4.htm;
602;0001377739-18-000027;2018-05-23;;2018-05-23T15:01:19.000Z;34;PX14A6G;001-34756;18854933;;89871;0;0;tslatweets3.htm;
603;0001377739-18-000025;2018-05-18;;2018-05-18T16:09:45.000Z;34;PX14A6G;001-34756;18846725;;237884;0;0;tslatweets2.htm;
604;0001377739-18-000021;2018-05-14;;2018-05-14T14:12:20.000Z;34;PX14A6G;001-34756;18829870;;217606;0;0;tslatweets.htm;
605;0001377739-18-000017;2018-05-09;;2018-05-09T08:34:31.000Z;34;PX14A6G;001-34756;18816788;;36785;0;0;tesla_dearshareholder.htm;
606;0001494730-18-000004;2018-05-07;2018-05-07;2018-05-07T15:33:00.000Z;;4;;;;9290;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
607;0001494730-18-000003;2018-05-07;2018-05-07;2018-05-07T15:24:52.000Z;;4;;;;7632;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
608;0001494730-18-000002;2018-05-07;2018-05-07;2018-05-07T15:13:26.000Z;;4;;;;19149;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
609;0001564590-18-011086;2018-05-07;2018-03-31;2018-05-04T21:46:25.000Z;34;10-Q;001-34756;18809529;;15998999;1;0;tsla-10q_20180331.htm;10-Q
610;0001564590-18-010306;2018-05-02;2018-05-02;2018-05-02T16:12:38.000Z;34;8-K;001-34756;18799711;2.02,9.01;828054;0;0;tsla-8k_20180502.htm;8-K 1Q'18 UPDATE LETTER
611;0001564590-18-009346;2018-04-26;;2018-04-26T17:01:34.000Z;34;DEFA14A;001-34756;18779467;;324114;0;0;tsla-defa14a_20170606.htm;DEFA14A
612;0001564590-18-009339;2018-04-26;2018-06-05;2018-04-26T17:00:09.000Z;34;DEF 14A;001-34756;18779441;;1506409;0;0;tsla-def14a_20180606.htm;FORM DEF 14A
613;0001494731-18-000002;2018-04-09;2018-04-05;2018-04-09T19:49:58.000Z;;4;;;;8302;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
614;0001564590-18-007463;2018-04-03;2018-04-03;2018-04-03T09:00:33.000Z;34;8-K;001-34756;18731461;2.02,7.01,9.01;38119;0;0;tsla-8k_20180403.htm;8-K
615;0001352816-18-000008;2018-04-02;2017-11-06;2018-04-02T20:59:40.000Z;;4;;;;6771;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
616;0001494730-18-000001;2018-03-21;2018-03-21;2018-03-21T20:15:17.000Z;;4;;;;7418;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
617;0001564590-18-006479;2018-03-21;2018-03-21;2018-03-21T17:26:44.000Z;34;8-K;001-34756;18705240;5.02,5.07,9.01;109514;0;0;tsla-8k_20180321.htm;8-K - RESULTS OF SPECIAL MEETING
618;0001352816-18-000007;2018-03-20;2018-03-16;2018-03-20T21:04:15.000Z;;4;;;;8455;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
619;0001193125-18-079713;2018-03-13;;2018-03-13T06:01:57.000Z;34;DEFA14A;001-34756;18685164;;880299;0;0;d505694ddefa14a.htm;DEFA14A
620;0001564590-18-004979;2018-03-08;2018-03-07;2018-03-08T17:20:36.000Z;34;8-K;001-34756;18677471;5.02;22408;0;0;tsla-8k_20180307.htm;8-K
621;0001352816-18-000006;2018-03-07;2018-03-05;2018-03-07T21:15:08.000Z;;4;;;;25023;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
622;0001352816-18-000005;2018-03-07;2018-03-05;2018-03-07T20:29:56.000Z;;4;;;;10340;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
623;0001494732-18-000003;2018-03-07;2018-03-05;2018-03-07T20:19:40.000Z;;4;;;;9474;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
624;0001193125-18-068017;2018-03-02;;2018-03-02T06:06:32.000Z;34;DEFA14A;001-34756;18659910;;52035;0;0;d546466ddefa14a.htm;DEFA14A
625;0001352816-18-000004;2018-02-28;2018-02-26;2018-02-28T18:07:50.000Z;;4;;;;11750;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
626;0001193125-18-059267;2018-02-27;;2018-02-27T06:06:07.000Z;34;DEFA14A;001-34756;18642791;;13684753;0;0;d529687ddefa14a.htm;DEFA14A
627;0001193125-18-054870;2018-02-23;;2018-02-23T07:01:33.000Z;33;S-8;333-223169;18634627;;64765;0;0;d537453ds8.htm;REGISTRATION STATEMENT ON FORM S-8
628;0001564590-18-002956;2018-02-23;2017-12-31;2018-02-23T06:07:43.000Z;34;10-K;001-34756;18634585;;25498533;1;0;tsla-10k_20171231.htm;10-K
629;0001352816-18-000003;2018-02-20;2018-02-15;2018-02-20T21:18:42.000Z;;4;;;;10379;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
630;0001494727-18-000001;2018-02-14;2018-02-12;2018-02-14T21:55:07.000Z;;4;;;;7321;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
631;0001494732-18-000002;2018-02-14;2018-02-12;2018-02-14T21:37:33.000Z;;4;;;;7286;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
632;0001494732-18-000001;2018-02-14;2018-02-12;2018-02-14T21:16:40.000Z;;4;;;;9083;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
633;0001288257-18-000001;2018-02-14;2017-05-01;2018-02-14T20:57:34.000Z;;4/A;;;;10177;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
634;0001193125-18-045807;2018-02-14;;2018-02-14T17:02:26.000Z;34;SC 13G/A;005-85943;18613282;;38495;0;0;d540304dsc13ga.htm;AMENDMENT NO. 7 TO SCHEDULE 13G
635;0000080255-18-002492;2018-02-14;;2018-02-14T14:06:28.000Z;34;SC 13G/A;005-85943;;;6831;0;0;tsla13gadec17.txt;
636;0000315066-18-001598;2018-02-13;;2018-02-13T09:46:26.000Z;34;SC 13G/A;005-85943;18600141;;9317;0;0;filing.txt;
637;0000950103-18-001851;2018-02-12;;2018-02-12T06:01:27.000Z;34;SC 13G/A;005-85943;18593709;;86465;0;0;dp86572_sc13ga.htm;FORM SC 13G/A
638;0001564590-18-001786;2018-02-09;2018-02-09;2018-02-09T17:14:26.000Z;34;8-K;001-34756;18592899;7.01;26252;0;0;tsla-8k_20180209.htm;8-K
639;0001564590-18-001693;2018-02-08;2018-02-02;2018-02-08T16:25:59.000Z;34;8-K;001-34756;18586092;5.02;21774;0;0;tsla-8k_20180202.htm;8-K
640;9999999997-18-000687;2018-02-08;;2018-02-08T15:21:33.000Z;34;CT ORDER;001-34756;18585435;20180208,20180208;15247;0;0;filename1.pdf;
641;0001193125-18-035345;2018-02-08;2018-03-21;2018-02-08T06:06:09.000Z;34;DEF 14A;001-34756;18582697;;1683871;0;0;d524719ddef14a.htm;PROXY STATEMENT
642;0001564590-18-001521;2018-02-07;2018-02-07;2018-02-07T16:11:19.000Z;34;8-K;001-34756;18581251;2.02,9.01;1310890;0;0;tsla-8k_20180207.htm;8-K
643;0001352816-18-000002;2018-01-26;2018-01-24;2018-01-26T19:35:22.000Z;;4;;;;13150;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
644;0001088875-18-000012;2018-01-24;;2018-01-24T10:45:09.000Z;34;SC 13G/A;005-85943;18544386;;11264;0;0;TeslaMotors12312017.txt;
645;0001193125-18-016657;2018-01-23;2018-01-23;2018-01-23T06:17:00.000Z;34;PRE 14A;001-34756;18541009;;1696707;0;0;d524719dpre14a.htm;PRELIMINARY PROXY STATEMENT
646;0001193125-18-016648;2018-01-23;2018-01-23;2018-01-23T06:11:01.000Z;34;8-K;001-34756;18541002;8.01,9.01;456903;0;0;d500497d8k.htm;FORM 8-K
647;0001193125-18-016650;2018-01-23;;2018-01-23T06:09:02.000Z;34;DEFA14A;001-34756;18540997;;456823;0;0;d500497d8k.htm;FORM 8-K
648;0001352816-18-000001;2018-01-11;2018-01-09;2018-01-11T20:27:18.000Z;;4;;;;13182;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
649;0001494731-18-000001;2018-01-04;2018-01-02;2018-01-04T20:56:54.000Z;;4;;;;10758;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
650;0001564590-18-000054;2018-01-03;2018-01-03;2018-01-03T17:10:27.000Z;34;8-K;001-34756;18506591;2.02,7.01,9.01;34169;0;0;tsla-8k_20180103.htm;8-K
651;0001352816-17-000014;2017-12-15;2017-12-13;2017-12-15T18:13:49.000Z;;4;;;;10384;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
652;9999999997-17-010569;2017-12-14;;2017-12-14T11:48:09.000Z;34;CT ORDER;001-34756;171255548;20171214,20171214;11056;0;0;filename1.pdf;
653;0001352816-17-000013;2017-12-07;2017-12-05;2017-12-07T20:22:02.000Z;;4;;;;19408;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
654;0001670512-17-000005;2017-12-07;2017-12-05;2017-12-07T19:17:49.000Z;;4;;;;9949;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
655;0001670512-17-000004;2017-12-07;2017-12-05;2017-12-07T18:32:37.000Z;;4;;;;13546;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
656;0001352816-17-000012;2017-11-29;2017-11-27;2017-11-29T19:56:17.000Z;;4;;;;13148;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
657;0001352816-17-000011;2017-11-14;2017-11-10;2017-11-14T19:53:03.000Z;;4;;;;8648;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
658;0001193125-17-334967;2017-11-07;;2017-11-07T06:10:39.000Z;33;S-3ASR;333-221378;171181002;;207625;0;0;d488664ds3asr.htm;S-3ASR
659;0001352816-17-000010;2017-11-06;2017-11-02;2017-11-06T20:52:21.000Z;;4;;;;8967;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
660;0001494731-17-000012;2017-11-03;2017-11-01;2017-11-03T20:13:28.000Z;;4;;;;9250;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
661;0001564590-17-021343;2017-11-03;2017-09-30;2017-11-02T19:56:36.000Z;34;10-Q;001-34756;171174295;;19592211;1;0;tsla-10q_20170930.htm;10-Q
662;0001564590-17-020822;2017-11-01;2017-11-01;2017-11-01T16:58:33.000Z;34;8-K;001-34756;171169689;2.02,9.01;1318845;0;0;tsla-8k_20171101.htm;8-K
663;0001352816-17-000009;2017-10-26;2017-10-24;2017-10-26T20:18:50.000Z;;4;;;;8646;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
664;0001564590-17-019697;2017-10-20;2017-10-18;2017-10-20T16:32:03.000Z;34;8-K;001-34756;171147295;1.01,2.03;24654;0;0;tsla-8k_20171018.htm;8-K
665;0001494731-17-000011;2017-10-04;2017-10-02;2017-10-04T20:13:39.000Z;;4;;;;8719;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
666;0001564590-17-019158;2017-10-02;2017-10-02;2017-10-02T17:19:16.000Z;34;8-K;001-34756;171115364;2.02,7.01,9.01;35455;0;0;tsla-8k_20171002.htm;8-K 2017 Q3 DELIVERIES
667;9999999997-17-008686;2017-09-13;;2017-09-13T14:28:45.000Z;34;CT ORDER;001-34756;171082932;20170913,20170913;11022;0;0;filename1.pdf;
668;0001650649-17-000011;2017-09-07;2017-09-05;2017-09-07T21:51:33.000Z;;4;;;;24678;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
669;0001670512-17-000003;2017-09-07;2017-09-05;2017-09-07T21:10:49.000Z;;4;;;;13550;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
670;0001352816-17-000008;2017-09-07;2017-09-05;2017-09-07T19:46:23.000Z;;4;;;;6382;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
671;0001494731-17-000010;2017-09-06;2017-09-01;2017-09-06T20:15:30.000Z;;4;;;;8937;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
672;0001352816-17-000007;2017-08-24;2017-08-22;2017-08-24T21:11:17.000Z;;4;;;;16518;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
673;0001564590-17-017989;2017-08-23;2017-08-17;2017-08-23T16:38:19.000Z;34;8-K;001-34756;171047472;1.01,1.02,2.03,5.02,9.01;1085814;0;0;tsla-8k_20170817.htm;8-K
674;0001352816-17-000006;2017-08-22;2017-08-18;2017-08-22T21:39:55.000Z;;4;;;;11499;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
675;0001650649-17-000010;2017-08-16;2017-08-14;2017-08-16T20:22:33.000Z;;4;;;;10505;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
676;0001650649-17-000009;2017-08-16;2017-08-14;2017-08-16T20:06:47.000Z;;4;;;;5251;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
677;0001564590-17-017445;2017-08-11;2017-08-07;2017-08-11T17:25:32.000Z;34;8-K;001-34756;171026153;1.01,8.01,9.01;40290;0;0;tsla-8k_20170807.htm;8-K
678;0001564590-17-015705;2017-08-04;2017-06-30;2017-08-04T17:15:55.000Z;34;10-Q;001-34756;171009477;;17468184;1;0;tsla-10q_20170630.htm;10-Q
679;0001494731-17-000009;2017-08-03;2017-08-01;2017-08-03T21:07:52.000Z;;4;;;;8931;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
680;0001564590-17-014920;2017-08-02;2017-08-02;2017-08-02T16:21:47.000Z;34;8-K;001-34756;171000212;2.02,9.01;1306184;1;1;tsla-8k_20170802.htm;8-K
681;0001352816-17-000005;2017-07-26;2017-07-24;2017-07-26T21:21:05.000Z;;4;;;;9468;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
682;0001352816-17-000004;2017-07-19;2017-07-17;2017-07-19T20:37:16.000Z;;4;;;;5422;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
683;0001352816-17-000003;2017-07-19;2017-07-17;2017-07-19T20:17:37.000Z;;3;;;;5754;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
684;0001352816-17-000002;2017-07-19;2017-07-17;2017-07-19T19:50:06.000Z;;4;;;;5189;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
685;0001352816-17-000001;2017-07-19;2017-07-17;2017-07-19T19:41:15.000Z;;3;;;;4557;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
686;0001564590-17-013548;2017-07-17;2017-07-17;2017-07-17T16:48:30.000Z;34;8-K;001-34756;17967909;5.02,9.01;36150;1;1;tsla-8k_20170717.htm;8-K
687;0001564590-17-013276;2017-07-07;2017-07-07;2017-07-07T15:00:33.000Z;34;8-K;001-34756;17955029;2.02,7.01,9.01;38009;0;0;tsla-8k_20170707.htm;8-K
688;0001494731-17-000008;2017-07-06;2017-07-03;2017-07-06T20:17:18.000Z;;4;;;;18617;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
689;0001564590-17-013176;2017-07-03;2017-07-03;2017-07-03T15:21:19.000Z;34;8-K;001-34756;17945359;2.02,7.01,9.01;36755;0;0;tsla-8k_20170703.htm;8-K
690;0001564590-17-013123;2017-06-29;2017-06-29;2017-06-29T16:55:20.000Z;34;8-K;001-34756;17938945;1.01,2.03;23068;0;0;tsla-8k_20170629.htm;8-K
691;0001564590-17-012932;2017-06-23;2017-06-19;2017-06-23T16:05:35.000Z;34;8-K;001-34756;17927624;1.01,2.03;24079;0;0;tsla-8k_20170619.htm;8-K
692;9999999997-17-007177;2017-06-22;;2017-06-22T08:25:26.000Z;34;CT ORDER;001-34756;17924066;20170622,20170622;10944;0;0;filename1.pdf;
693;0001650649-17-000008;2017-06-08;2017-06-05;2017-06-08T20:49:18.000Z;;4;;;;26458;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
694;0001564590-17-012264;2017-06-08;2017-06-06;2017-06-07T21:06:08.000Z;34;8-K;001-34756;17898485;5.07;48342;0;0;tsla-8k_20170609.htm;8-K
695;0001670512-17-000002;2017-06-07;2017-06-05;2017-06-07T20:28:19.000Z;;4;;;;10602;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
696;0000000000-17-019795;2017-06-07;;2017-06-07T10:29:38.000Z;;UPLOAD;;;;35414;0;0;filename1.pdf;
697;0001494731-17-000007;2017-06-05;2017-06-01;2017-06-05T21:27:32.000Z;;4;;;;21974;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
698;0001564590-17-011982;2017-06-01;2017-05-31;2017-06-01T08:38:15.000Z;34;8-K;001-34756;17883334;3.02;26990;0;0;tsla-8k_20170531.htm;8-K
699;0001564590-17-011856;2017-05-30;;2017-05-30T17:14:23.000Z;34;SD;001-34756;17878416;;263734;0;0;tsla-sd.htm;SD
700;0001495158-17-000005;2017-05-25;2017-05-25;2017-05-25T20:17:14.000Z;;4;;;;8491;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
701;0001140361-17-022250;2017-05-25;;2017-05-25T10:28:30.000Z;34;PX14A6G;001-34756;17868628;;168350;0;0;formpx14a6g.htm;PX14A6G
702;0001564590-17-011641;2017-05-24;;2017-05-24T18:54:00.000Z;;CORRESP;;;;67054;0;0;filename1.htm;
703;0001494727-17-000003;2017-05-16;2017-05-12;2017-05-16T21:16:26.000Z;;4;;;;4535;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
704;0001494727-17-000002;2017-05-10;2017-05-08;2017-05-10T21:44:47.000Z;;4;;;;8534;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
705;0001494727-17-000001;2017-05-10;2017-05-08;2017-05-10T21:35:35.000Z;;4;;;;46176;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
706;0001564590-17-009968;2017-05-10;2017-03-31;2017-05-09T17:56:24.000Z;34;10-Q;001-34756;17827795;;13689468;1;0;tsla-10q_20170331.htm;10-Q
707;0001494731-17-000006;2017-05-03;2017-05-01;2017-05-03T18:22:23.000Z;;4;;;;10753;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
708;0001564590-17-008395;2017-05-03;2017-05-03;2017-05-03T16:27:28.000Z;34;8-K;001-34756;17809590;2.02,9.01;957175;0;0;tsla-8k_20170503.htm;8-K
709;0000000000-17-015307;2017-05-02;;2017-05-02T16:01:38.000Z;;UPLOAD;;;;139297;0;0;filename1.pdf;
710;0001494730-17-000002;2017-04-25;2017-04-21;2017-04-25T20:27:11.000Z;;4;;;;7306;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
711;0001193125-17-130749;2017-04-20;;2017-04-20T17:03:02.000Z;34;DEFA14A;001-34756;17773576;;254166;0;0;d318786ddefa14a.htm;NOTICE & ACCESS
712;0001193125-17-130746;2017-04-20;2017-06-06;2017-04-20T17:01:06.000Z;34;DEF 14A;001-34756;17773559;;1309601;0;0;d318894ddef14a.htm;DEFINITIVE PROXY STATEMENT
713;0001494731-17-000005;2017-04-13;2017-04-11;2017-04-13T19:17:06.000Z;;4;;;;7003;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
714;0001650649-17-000006;2017-04-11;2017-04-07;2017-04-11T20:09:05.000Z;;4;;;;7526;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
715;0001494731-17-000004;2017-04-05;2017-04-03;2017-04-05T19:31:19.000Z;;4;;;;12154;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
716;0001564590-17-005875;2017-04-03;2017-04-02;2017-04-03T06:02:22.000Z;34;8-K;001-34756;17732171;2.02,7.01,9.01;26772;0;0;tsla-8k_20170403.htm;8-K
717;0001193125-17-104210;2017-03-30;2017-03-27;2017-03-30T16:46:03.000Z;34;8-K;001-34756;17726366;1.01,2.03,3.02,8.01,9.01;51610;0;0;d370699d8k.htm;FORM 8-K
718;0000950103-17-002811;2017-03-28;;2017-03-28T07:11:33.000Z;34;SC 13G;005-85943;17716806;;62594;0;0;dp74362_sc13g.htm;FORM SC 13G
719;0001193125-17-092269;2017-03-22;2017-03-16;2017-03-22T17:11:59.000Z;34;8-K;001-34756;17707405;1.01,2.03,3.02,8.01,9.01;906131;0;0;d341621d8k.htm;FORM 8-K
720;0001494730-17-000001;2017-03-21;2017-03-17;2017-03-21T19:23:48.000Z;;4;;;;4812;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
721;0001193125-17-087428;2017-03-17;2017-03-15;2017-03-17T16:37:03.000Z;34;8-K;001-34756;17698525;1.01,3.03,9.01;298865;0;0;d349232d8k.htm;FORM 8-K
722;0001193125-17-086226;2017-03-17;;2017-03-17T07:18:26.000Z;33;424B5;333-211437;17696323;;856938;0;0;d535687d424b5.htm;FILED PURSUANT TO RULE 424(B)(5)
723;0001193125-17-086221;2017-03-17;;2017-03-17T07:14:28.000Z;33;424B5;333-211437;17696319;;510002;0;0;d535691d424b5.htm;FILED PURSUANT TO RULE 424(B)(5)
724;0001193125-17-086195;2017-03-17;;2017-03-17T06:44:02.000Z;34;FWP;333-211437;17696306;;99275;0;0;d349123dfwp.htm;FWP
725;0001494732-17-000002;2017-03-15;2017-03-13;2017-03-15T20:03:04.000Z;;4;;;;9598;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
726;0001193125-17-083740;2017-03-15;2017-03-15;2017-03-15T16:46:00.000Z;34;8-K;001-34756;17691792;8.01,9.01;120108;0;0;d535695d8k.htm;FORM 8-K
727;0001193125-17-083703;2017-03-15;;2017-03-15T16:34:11.000Z;33;424B5;333-211437;17691696;;851020;0;0;d535687d424b5.htm;FILED PURSUANT TO RULE 424(B)(5)
728;0001193125-17-083692;2017-03-15;;2017-03-15T16:32:09.000Z;33;424B5;333-211437;17691666;;513986;0;0;d535691d424b5.htm;FILED PURSUANT TO RULE 424(B)(5)
729;0001494732-17-000001;2017-03-13;2017-03-02;2017-03-13T20:31:54.000Z;;3;;;;6790;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
730;0001650649-17-000005;2017-03-07;2017-03-05;2017-03-07T21:11:44.000Z;;4;;;;24634;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
731;0001670512-17-000001;2017-03-07;2017-02-13;2017-03-07T20:35:22.000Z;;4;;;;11313;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
732;0001494731-17-000003;2017-03-03;2017-03-01;2017-03-03T20:26:00.000Z;;4;;;;10744;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
733;0001193125-17-065959;2017-03-01;;2017-03-01T17:04:23.000Z;33;S-8;333-216376;17655235;;62421;0;0;d355298ds8.htm;S-8
734;0001564590-17-003118;2017-03-01;2016-12-31;2017-03-01T16:54:21.000Z;34;10-K;001-34756;17655025;;26888750;1;0;tsla-10k_20161231.htm;10-K
735;0001495158-17-000004;2017-02-28;2017-02-24;2017-02-28T21:48:38.000Z;;4;;;;25664;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
